Code,Location,Gold
1809287,Dominican Republic Santo Domingo,0.0162
1809289,Dominican Republic Santo Domingo,0.0162
1809312,Dominican Republic Santo Domingo,0.0162
1809314,Dominican Republic Santo Domingo,0.0162
1809328,Dominican Republic Santo Domingo,0.0162
1809331,Dominican Republic Santo Domingo,0.0162
1809332,Dominican Republic Santo Domingo,0.0162
1809333,Dominican Republic Santo Domingo,0.0162
1809334,Dominican Republic Santo Domingo,0.0162
1809335,Dominican Republic Santo Domingo,0.0162
1809338,Dominican Republic Santo Domingo,0.0162
18093620,Dominican Republic Santo Domingo,0.0162
18093621,Dominican Republic Santo Domingo,0.0162
18093622,Dominican Republic Santo Domingo,0.0162
18093623,Dominican Republic Santo Domingo,0.0162
18093624,Dominican Republic Santo Domingo,0.0162
18093625,Dominican Republic Santo Domingo,0.0162
18093626,Dominican Republic Santo Domingo,0.0162
18093627,Dominican Republic Santo Domingo,0.0162
180936280,Dominican Republic Santo Domingo,0.0162
180936281,Dominican Republic Santo Domingo,0.0162
180936282,Dominican Republic Santo Domingo,0.0162
180936283,Dominican Republic Santo Domingo,0.0162
180936284,Dominican Republic Santo Domingo,0.0162
180936285,Dominican Republic Santo Domingo,0.0162
180936286,Dominican Republic Santo Domingo,0.0162
180936287,Dominican Republic Santo Domingo,0.0162
180936288,Dominican Republic Santo Domingo,0.0162
18093630,Dominican Republic Santo Domingo,0.0162
18093631,Dominican Republic Santo Domingo,0.0162
18093632,Dominican Republic Santo Domingo,0.0162
18093633,Dominican Republic Santo Domingo,0.0162
18093634,Dominican Republic Santo Domingo,0.0162
18093635,Dominican Republic Santo Domingo,0.0162
18093636,Dominican Republic Santo Domingo,0.0162
18093637,Dominican Republic Santo Domingo,0.0162
18093638,Dominican Republic Santo Domingo,0.0162
1809364,Dominican Republic Santo Domingo,0.0162
1809368,Dominican Republic Santo Domingo,0.0162
1809372,Dominican Republic Santo Domingo,0.0162
180937304,Dominican Republic Santo Domingo,0.0162
180937305,Dominican Republic Santo Domingo,0.0162
180937306,Dominican Republic Santo Domingo,0.0162
180937307,Dominican Republic Santo Domingo,0.0162
180937308,Dominican Republic Santo Domingo,0.0162
180937309,Dominican Republic Santo Domingo,0.0162
18093731,Dominican Republic Santo Domingo,0.0162
18093732,Dominican Republic Santo Domingo,0.0162
18093733,Dominican Republic Santo Domingo,0.0162
18093734,Dominican Republic Santo Domingo,0.0162
18093735,Dominican Republic Santo Domingo,0.0162
18093736,Dominican Republic Santo Domingo,0.0162
18093737,Dominican Republic Santo Domingo,0.0162
18093738,Dominican Republic Santo Domingo,0.0162
18093739,Dominican Republic Santo Domingo,0.0162
1809375,Dominican Republic Santo Domingo,0.0162
1809378,Dominican Republic Santo Domingo,0.0162
1809379,Dominican Republic Santo Domingo,0.0162
1809381,Dominican Republic Santo Domingo,0.0162
1809384,Dominican Republic Santo Domingo,0.0162
1809385,Dominican Republic Santo Domingo,0.0162
18093850,Dominican Republic Santo Domingo,0.0162
18093851,Dominican Republic Santo Domingo,0.0162
18093852,Dominican Republic Santo Domingo,0.0162
180938530,Dominican Republic Santo Domingo,0.0162
18093854,Dominican Republic Santo Domingo,0.0162
18093855,Dominican Republic Santo Domingo,0.0162
18093856,Dominican Republic Santo Domingo,0.0162
18093857,Dominican Republic Santo Domingo,0.0162
18093858,Dominican Republic Santo Domingo,0.0162
18093859,Dominican Republic Santo Domingo,0.0162
1809388,Dominican Republic Santo Domingo,0.0162
1809412,Dominican Republic Santo Domingo,0.0162
1809414,Dominican Republic Santo Domingo,0.0162
1809422,Dominican Republic Santo Domingo,0.0162
1809435,Dominican Republic Santo Domingo,0.0162
1809450,Dominican Republic Santo Domingo,0.0162
18094700,Dominican Republic Santo Domingo,0.0162
18094709,Dominican Republic Santo Domingo,0.0162
1809472,Dominican Republic Santo Domingo,0.0162
1809473,Dominican Republic Santo Domingo,0.0162
1809475,Dominican Republic Santo Domingo,0.0162
18094760,Dominican Republic Santo Domingo,0.0162
18094761,Dominican Republic Santo Domingo,0.0162
18094762,Dominican Republic Santo Domingo,0.0162
180947630,Dominican Republic Santo Domingo,0.0162
180947631,Dominican Republic Santo Domingo,0.0162
180947632,Dominican Republic Santo Domingo,0.0162
180947633,Dominican Republic Santo Domingo,0.0162
180947634,Dominican Republic Santo Domingo,0.0162
180947635,Dominican Republic Santo Domingo,0.0162
180947636,Dominican Republic Santo Domingo,0.0162
180947637,Dominican Republic Santo Domingo,0.0162
180947638,Dominican Republic Santo Domingo,0.0162
18094764,Dominican Republic Santo Domingo,0.0162
18094765,Dominican Republic Santo Domingo,0.0162
18094766,Dominican Republic Santo Domingo,0.0162
18094767,Dominican Republic Santo Domingo,0.0162
18094768,Dominican Republic Santo Domingo,0.0162
18094769,Dominican Republic Santo Domingo,0.0162
1809482,Dominican Republic Santo Domingo,0.0162
1809483,Dominican Republic Santo Domingo,0.0162
1809487,Dominican Republic Santo Domingo,0.0162
1809503,Dominican Republic Santo Domingo,0.0162
1809508,Dominican Republic Santo Domingo,0.0162
1809518,Dominican Republic Santo Domingo,0.0162
18095234,Dominican Republic Santo Domingo,0.0162
18095235,Dominican Republic Santo Domingo,0.0162
18095236,Dominican Republic Santo Domingo,0.0162
18095237,Dominican Republic Santo Domingo,0.0162
180952390,Dominican Republic Santo Domingo,0.0162
180952392,Dominican Republic Santo Domingo,0.0162
180952393,Dominican Republic Santo Domingo,0.0162
180952394,Dominican Republic Santo Domingo,0.0162
180952395,Dominican Republic Santo Domingo,0.0162
180952396,Dominican Republic Santo Domingo,0.0162
180952397,Dominican Republic Santo Domingo,0.0162
180952398,Dominican Republic Santo Domingo,0.0162
180952399,Dominican Republic Santo Domingo,0.0162
18095265,Dominican Republic Santo Domingo,0.0162
180952690,Dominican Republic Santo Domingo,0.0162
1809530,Dominican Republic Santo Domingo,0.0162
1809531,Dominican Republic Santo Domingo,0.0162
1809532,Dominican Republic Santo Domingo,0.0162
1809533,Dominican Republic Santo Domingo,0.0162
1809534,Dominican Republic Santo Domingo,0.0162
1809535,Dominican Republic Santo Domingo,0.0162
1809536,Dominican Republic Santo Domingo,0.0162
1809537,Dominican Republic Santo Domingo,0.0162
18095384,Dominican Republic Santo Domingo,0.0162
18095385,Dominican Republic Santo Domingo,0.0162
18095386,Dominican Republic Santo Domingo,0.0162
18095387,Dominican Republic Santo Domingo,0.0162
18095388,Dominican Republic Santo Domingo,0.0162
18095389,Dominican Republic Santo Domingo,0.0162
18095390,Dominican Republic Santo Domingo,0.0162
18095394,Dominican Republic Santo Domingo,0.0162
18095395,Dominican Republic Santo Domingo,0.0162
18095396,Dominican Republic Santo Domingo,0.0162
18095397,Dominican Republic Santo Domingo,0.0162
18095398,Dominican Republic Santo Domingo,0.0162
180953990,Dominican Republic Santo Domingo,0.0162
1809540,Dominican Republic Santo Domingo,0.0162
1809541,Dominican Republic Santo Domingo,0.0162
18095420,Dominican Republic Santo Domingo,0.0162
18095421,Dominican Republic Santo Domingo,0.0162
18095422,Dominican Republic Santo Domingo,0.0162
18095423,Dominican Republic Santo Domingo,0.0162
18095424,Dominican Republic Santo Domingo,0.0162
18095425,Dominican Republic Santo Domingo,0.0162
18095426,Dominican Republic Santo Domingo,0.0162
18095427,Dominican Republic Santo Domingo,0.0162
18095428,Dominican Republic Santo Domingo,0.0162
180954299,Dominican Republic Santo Domingo,0.0162
18095431,Dominican Republic Santo Domingo,0.0162
1809544,Dominican Republic Santo Domingo,0.0162
18095452,Dominican Republic Santo Domingo,0.0162
18095453,Dominican Republic Santo Domingo,0.0162
18095455,Dominican Republic Santo Domingo,0.0162
18095457,Dominican Republic Santo Domingo,0.0162
18095458,Dominican Republic Santo Domingo,0.0162
1809547,Dominican Republic Santo Domingo,0.0162
1809548,Dominican Republic Santo Domingo,0.0162
1809549,Dominican Republic Santo Domingo,0.0162
180955964,Dominican Republic Santo Domingo,0.0162
180955965,Dominican Republic Santo Domingo,0.0162
180955966,Dominican Republic Santo Domingo,0.0162
180955967,Dominican Republic Santo Domingo,0.0162
180955968,Dominican Republic Santo Domingo,0.0162
180955969,Dominican Republic Santo Domingo,0.0162
18095597,Dominican Republic Santo Domingo,0.0162
18095598,Dominican Republic Santo Domingo,0.0162
180955990,Dominican Republic Santo Domingo,0.0162
180955991,Dominican Republic Santo Domingo,0.0162
180956,Dominican Republic Santo Domingo,0.0162
1809590,Dominican Republic Santo Domingo,0.0162
18095910,Dominican Republic Santo Domingo,0.0162
18095911,Dominican Republic Santo Domingo,0.0162
18095912,Dominican Republic Santo Domingo,0.0162
18095913,Dominican Republic Santo Domingo,0.0162
18095914,Dominican Republic Santo Domingo,0.0162
18095915,Dominican Republic Santo Domingo,0.0162
18095916,Dominican Republic Santo Domingo,0.0162
18095917,Dominican Republic Santo Domingo,0.0162
18095918,Dominican Republic Santo Domingo,0.0162
180959190,Dominican Republic Santo Domingo,0.0162
180959191,Dominican Republic Santo Domingo,0.0162
1809592,Dominican Republic Santo Domingo,0.0162
1809593,Dominican Republic Santo Domingo,0.0162
1809594,Dominican Republic Santo Domingo,0.0162
1809595,Dominican Republic Santo Domingo,0.0162
1809596,Dominican Republic Santo Domingo,0.0162
1809597,Dominican Republic Santo Domingo,0.0162
18095980,Dominican Republic Santo Domingo,0.0162
18095981,Dominican Republic Santo Domingo,0.0162
18095982,Dominican Republic Santo Domingo,0.0162
18095983,Dominican Republic Santo Domingo,0.0162
18095984,Dominican Republic Santo Domingo,0.0162
18095985,Dominican Republic Santo Domingo,0.0162
18095986,Dominican Republic Santo Domingo,0.0162
18095987,Dominican Republic Santo Domingo,0.0162
18095988,Dominican Republic Santo Domingo,0.0162
180959890,Dominican Republic Santo Domingo,0.0162
180959891,Dominican Republic Santo Domingo,0.0162
180959892,Dominican Republic Santo Domingo,0.0162
180959893,Dominican Republic Santo Domingo,0.0162
180959894,Dominican Republic Santo Domingo,0.0162
180959895,Dominican Republic Santo Domingo,0.0162
180959896,Dominican Republic Santo Domingo,0.0162
180959897,Dominican Republic Santo Domingo,0.0162
18095990,Dominican Republic Santo Domingo,0.0162
18095991,Dominican Republic Santo Domingo,0.0162
18095992,Dominican Republic Santo Domingo,0.0162
18095993,Dominican Republic Santo Domingo,0.0162
18095994,Dominican Republic Santo Domingo,0.0162
18095995,Dominican Republic Santo Domingo,0.0162
18095996,Dominican Republic Santo Domingo,0.0162
18095997,Dominican Republic Santo Domingo,0.0162
18095998,Dominican Republic Santo Domingo,0.0162
180959990,Dominican Republic Santo Domingo,0.0162
180959991,Dominican Republic Santo Domingo,0.0162
180959992,Dominican Republic Santo Domingo,0.0162
180959993,Dominican Republic Santo Domingo,0.0162
180959994,Dominican Republic Santo Domingo,0.0162
180959995,Dominican Republic Santo Domingo,0.0162
180959996,Dominican Republic Santo Domingo,0.0162
180959997,Dominican Republic Santo Domingo,0.0162
1809616,Dominican Republic Santo Domingo,0.0162
1809620,Dominican Republic Santo Domingo,0.0162
1809621,Dominican Republic Santo Domingo,0.0162
1809622,Dominican Republic Santo Domingo,0.0162
1809623,Dominican Republic Santo Domingo,0.0162
18096330,Dominican Republic Santo Domingo,0.0162
18096331,Dominican Republic Santo Domingo,0.0162
18096332,Dominican Republic Santo Domingo,0.0162
18096333,Dominican Republic Santo Domingo,0.0162
18096334,Dominican Republic Santo Domingo,0.0162
180963352,Dominican Republic Santo Domingo,0.0162
180963353,Dominican Republic Santo Domingo,0.0162
180963354,Dominican Republic Santo Domingo,0.0162
180963355,Dominican Republic Santo Domingo,0.0162
180963356,Dominican Republic Santo Domingo,0.0162
180963357,Dominican Republic Santo Domingo,0.0162
180963358,Dominican Republic Santo Domingo,0.0162
180963359,Dominican Republic Santo Domingo,0.0162
18096336,Dominican Republic Santo Domingo,0.0162
18096337,Dominican Republic Santo Domingo,0.0162
18096338,Dominican Republic Santo Domingo,0.0162
18096339,Dominican Republic Santo Domingo,0.0162
1809636,Dominican Republic Santo Domingo,0.0162
1809638,Dominican Republic Santo Domingo,0.0162
1809655,Dominican Republic Santo Domingo,0.0162
1809681,Dominican Republic Santo Domingo,0.0162
1809682,Dominican Republic Santo Domingo,0.0162
1809683,Dominican Republic Santo Domingo,0.0162
1809684,Dominican Republic Santo Domingo,0.0162
1809685,Dominican Republic Santo Domingo,0.0162
1809686,Dominican Republic Santo Domingo,0.0162
1809687,Dominican Republic Santo Domingo,0.0162
1809688,Dominican Republic Santo Domingo,0.0162
1809689,Dominican Republic Santo Domingo,0.0162
18096921,Dominican Republic Santo Domingo,0.0162
180969220,Dominican Republic Santo Domingo,0.0162
180969221,Dominican Republic Santo Domingo,0.0162
1809695,Dominican Republic Santo Domingo,0.0162
1809699,Dominican Republic Santo Domingo,0.0162
1809700,Dominican Republic Santo Domingo,0.0162
1809701,Dominican Republic Santo Domingo,0.0162
180972607,Dominican Republic Santo Domingo,0.0162
180972608,Dominican Republic Santo Domingo,0.0162
180972609,Dominican Republic Santo Domingo,0.0162
18097261,Dominican Republic Santo Domingo,0.0162
18097262,Dominican Republic Santo Domingo,0.0162
18097263,Dominican Republic Santo Domingo,0.0162
18097264,Dominican Republic Santo Domingo,0.0162
18097265,Dominican Republic Santo Domingo,0.0162
18097266,Dominican Republic Santo Domingo,0.0162
180972670,Dominican Republic Santo Domingo,0.0162
180972671,Dominican Republic Santo Domingo,0.0162
180972672,Dominican Republic Santo Domingo,0.0162
180972673,Dominican Republic Santo Domingo,0.0162
180972674,Dominican Republic Santo Domingo,0.0162
180972675,Dominican Republic Santo Domingo,0.0162
18097268,Dominican Republic Santo Domingo,0.0162
1809728,Dominican Republic Santo Domingo,0.0162
1809730,Dominican Republic Santo Domingo,0.0162
18097310,Dominican Republic Santo Domingo,0.0162
18097311,Dominican Republic Santo Domingo,0.0162
18097312,Dominican Republic Santo Domingo,0.0162
18097313,Dominican Republic Santo Domingo,0.0162
18097314,Dominican Republic Santo Domingo,0.0162
18097315,Dominican Republic Santo Domingo,0.0162
18097316,Dominican Republic Santo Domingo,0.0162
18097317,Dominican Republic Santo Domingo,0.0162
180973180,Dominican Republic Santo Domingo,0.0162
180973181,Dominican Republic Santo Domingo,0.0162
180973182,Dominican Republic Santo Domingo,0.0162
180973183,Dominican Republic Santo Domingo,0.0162
180973184,Dominican Republic Santo Domingo,0.0162
180973185,Dominican Republic Santo Domingo,0.0162
180973186,Dominican Republic Santo Domingo,0.0162
1809732,Dominican Republic Santo Domingo,0.0162
18097350,Dominican Republic Santo Domingo,0.0162
18097351,Dominican Republic Santo Domingo,0.0162
18097352,Dominican Republic Santo Domingo,0.0162
18097353,Dominican Republic Santo Domingo,0.0162
18097354,Dominican Republic Santo Domingo,0.0162
18097355,Dominican Republic Santo Domingo,0.0162
18097356,Dominican Republic Santo Domingo,0.0162
18097357,Dominican Republic Santo Domingo,0.0162
180973580,Dominican Republic Santo Domingo,0.0162
180973581,Dominican Republic Santo Domingo,0.0162
180973582,Dominican Republic Santo Domingo,0.0162
180973583,Dominican Republic Santo Domingo,0.0162
180973584,Dominican Republic Santo Domingo,0.0162
180973585,Dominican Republic Santo Domingo,0.0162
18097381,Dominican Republic Santo Domingo,0.0162
18097382,Dominican Republic Santo Domingo,0.0162
18097383,Dominican Republic Santo Domingo,0.0162
18097384,Dominican Republic Santo Domingo,0.0162
18097385,Dominican Republic Santo Domingo,0.0162
18097386,Dominican Republic Santo Domingo,0.0162
18097387,Dominican Republic Santo Domingo,0.0162
180973880,Dominican Republic Santo Domingo,0.0162
18097400,Dominican Republic Santo Domingo,0.0162
18097401,Dominican Republic Santo Domingo,0.0162
18097402,Dominican Republic Santo Domingo,0.0162
18097403,Dominican Republic Santo Domingo,0.0162
18097404,Dominican Republic Santo Domingo,0.0162
18097405,Dominican Republic Santo Domingo,0.0162
18097406,Dominican Republic Santo Domingo,0.0162
18097407,Dominican Republic Santo Domingo,0.0162
18097408,Dominican Republic Santo Domingo,0.0162
180974090,Dominican Republic Santo Domingo,0.0162
180974091,Dominican Republic Santo Domingo,0.0162
180974092,Dominican Republic Santo Domingo,0.0162
180974093,Dominican Republic Santo Domingo,0.0162
180974094,Dominican Republic Santo Domingo,0.0162
180974095,Dominican Republic Santo Domingo,0.0162
18097410,Dominican Republic Santo Domingo,0.0162
18097411,Dominican Republic Santo Domingo,0.0162
18097412,Dominican Republic Santo Domingo,0.0162
18097413,Dominican Republic Santo Domingo,0.0162
18097414,Dominican Republic Santo Domingo,0.0162
18097415,Dominican Republic Santo Domingo,0.0162
18097416,Dominican Republic Santo Domingo,0.0162
18097417,Dominican Republic Santo Domingo,0.0162
180974180,Dominican Republic Santo Domingo,0.0162
180974181,Dominican Republic Santo Domingo,0.0162
180974182,Dominican Republic Santo Domingo,0.0162
180974183,Dominican Republic Santo Domingo,0.0162
180974184,Dominican Republic Santo Domingo,0.0162
180974185,Dominican Republic Santo Domingo,0.0162
180974186,Dominican Republic Santo Domingo,0.0162
180974187,Dominican Republic Santo Domingo,0.0162
180974188,Dominican Republic Santo Domingo,0.0162
1809745,Dominican Republic Santo Domingo,0.0162
18097480,Dominican Republic Santo Domingo,0.0162
18097481,Dominican Republic Santo Domingo,0.0162
18097482,Dominican Republic Santo Domingo,0.0162
18097483,Dominican Republic Santo Domingo,0.0162
18097484,Dominican Republic Santo Domingo,0.0162
18097485,Dominican Republic Santo Domingo,0.0162
18097486,Dominican Republic Santo Domingo,0.0162
18097487,Dominican Republic Santo Domingo,0.0162
18097488,Dominican Republic Santo Domingo,0.0162
180974890,Dominican Republic Santo Domingo,0.0162
1809766,Dominican Republic Santo Domingo,0.0162
18097700,Dominican Republic Santo Domingo,0.0162
18097701,Dominican Republic Santo Domingo,0.0162
18097702,Dominican Republic Santo Domingo,0.0162
180977030,Dominican Republic Santo Domingo,0.0162
18097708,Dominican Republic Santo Domingo,0.0162
180977090,Dominican Republic Santo Domingo,0.0162
180978406,Dominican Republic Santo Domingo,0.0162
180978407,Dominican Republic Santo Domingo,0.0162
180978408,Dominican Republic Santo Domingo,0.0162
180978409,Dominican Republic Santo Domingo,0.0162
18097841,Dominican Republic Santo Domingo,0.0162
18097842,Dominican Republic Santo Domingo,0.0162
18097843,Dominican Republic Santo Domingo,0.0162
18097844,Dominican Republic Santo Domingo,0.0162
18097845,Dominican Republic Santo Domingo,0.0162
18097846,Dominican Republic Santo Domingo,0.0162
18097847,Dominican Republic Santo Domingo,0.0162
18097848,Dominican Republic Santo Domingo,0.0162
18097849,Dominican Republic Santo Domingo,0.0162
1809788,Dominican Republic Santo Domingo,0.0162
1809792,Dominican Republic Santo Domingo,0.0162
18097930,Dominican Republic Santo Domingo,0.0162
18097931,Dominican Republic Santo Domingo,0.0162
18097932,Dominican Republic Santo Domingo,0.0162
18097933,Dominican Republic Santo Domingo,0.0162
18097934,Dominican Republic Santo Domingo,0.0162
18097935,Dominican Republic Santo Domingo,0.0162
18097936,Dominican Republic Santo Domingo,0.0162
18097937,Dominican Republic Santo Domingo,0.0162
18097938,Dominican Republic Santo Domingo,0.0162
180979390,Dominican Republic Santo Domingo,0.0162
180979391,Dominican Republic Santo Domingo,0.0162
180979392,Dominican Republic Santo Domingo,0.0162
180979393,Dominican Republic Santo Domingo,0.0162
18097941,Dominican Republic Santo Domingo,0.0162
18097942,Dominican Republic Santo Domingo,0.0162
18097943,Dominican Republic Santo Domingo,0.0162
18097944,Dominican Republic Santo Domingo,0.0162
18097945,Dominican Republic Santo Domingo,0.0162
18097946,Dominican Republic Santo Domingo,0.0162
18097947,Dominican Republic Santo Domingo,0.0162
180979480,Dominican Republic Santo Domingo,0.0162
180979481,Dominican Republic Santo Domingo,0.0162
180979482,Dominican Republic Santo Domingo,0.0162
180979483,Dominican Republic Santo Domingo,0.0162
180979484,Dominican Republic Santo Domingo,0.0162
180979485,Dominican Republic Santo Domingo,0.0162
180979486,Dominican Republic Santo Domingo,0.0162
180979487,Dominican Republic Santo Domingo,0.0162
180979488,Dominican Republic Santo Domingo,0.0162
180979510,Dominican Republic Santo Domingo,0.0162
180979550,Dominican Republic Santo Domingo,0.0162
180979551,Dominican Republic Santo Domingo,0.0162
180979552,Dominican Republic Santo Domingo,0.0162
180979553,Dominican Republic Santo Domingo,0.0162
180979554,Dominican Republic Santo Domingo,0.0162
180979555,Dominican Republic Santo Domingo,0.0162
180979565,Dominican Republic Santo Domingo,0.0162
180979705,Dominican Republic Santo Domingo,0.0162
180979706,Dominican Republic Santo Domingo,0.0162
180979707,Dominican Republic Santo Domingo,0.0162
180979708,Dominican Republic Santo Domingo,0.0162
180979709,Dominican Republic Santo Domingo,0.0162
18097971,Dominican Republic Santo Domingo,0.0162
18097972,Dominican Republic Santo Domingo,0.0162
18097973,Dominican Republic Santo Domingo,0.0162
18097974,Dominican Republic Santo Domingo,0.0162
18097975,Dominican Republic Santo Domingo,0.0162
18097976,Dominican Republic Santo Domingo,0.0162
18097977,Dominican Republic Santo Domingo,0.0162
18097978,Dominican Republic Santo Domingo,0.0162
1809807,Dominican Republic Santo Domingo,0.0162
180982320,Dominican Republic Santo Domingo,0.0162
180982321,Dominican Republic Santo Domingo,0.0162
180982322,Dominican Republic Santo Domingo,0.0162
180982323,Dominican Republic Santo Domingo,0.0162
180982324,Dominican Republic Santo Domingo,0.0162
180982325,Dominican Republic Santo Domingo,0.0162
180982326,Dominican Republic Santo Domingo,0.0162
180982327,Dominican Republic Santo Domingo,0.0162
1809826,Dominican Republic Santo Domingo,0.0162
18098590,Dominican Republic Santo Domingo,0.0162
18098591,Dominican Republic Santo Domingo,0.0162
18098592,Dominican Republic Santo Domingo,0.0162
18098593,Dominican Republic Santo Domingo,0.0162
18098594,Dominican Republic Santo Domingo,0.0162
18098596,Dominican Republic Santo Domingo,0.0162
180985998,Dominican Republic Santo Domingo,0.0162
180985999,Dominican Republic Santo Domingo,0.0162
1809870,Dominican Republic Santo Domingo,0.0162
1809872,Dominican Republic Santo Domingo,0.0162
1809887,Dominican Republic Santo Domingo,0.0162
1809893,Dominican Republic Santo Domingo,0.0162
1809908,Dominican Republic Santo Domingo,0.0162
1809920,Dominican Republic Santo Domingo,0.0162
18099200,Dominican Republic Santo Domingo,0.0162
18099201,Dominican Republic Santo Domingo,0.0162
18099202,Dominican Republic Santo Domingo,0.0162
18099203,Dominican Republic Santo Domingo,0.0162
18099204,Dominican Republic Santo Domingo,0.0162
18099205,Dominican Republic Santo Domingo,0.0162
18099206,Dominican Republic Santo Domingo,0.0162
18099207,Dominican Republic Santo Domingo,0.0162
180992080,Dominican Republic Santo Domingo,0.0162
180992081,Dominican Republic Santo Domingo,0.0162
180992082,Dominican Republic Santo Domingo,0.0162
180992083,Dominican Republic Santo Domingo,0.0162
180992084,Dominican Republic Santo Domingo,0.0162
180992097,Dominican Republic Santo Domingo,0.0162
1809922,Dominican Republic Santo Domingo,0.0162
1809925,Dominican Republic Santo Domingo,0.0162
1809926,Dominican Republic Santo Domingo,0.0162
1809930,Dominican Republic Santo Domingo,0.0162
1809934,Dominican Republic Santo Domingo,0.0162
1809937,Dominican Republic Santo Domingo,0.0162
1809947,Dominican Republic Santo Domingo,0.0162
1809948,Dominican Republic Santo Domingo,0.0162
1809950,Dominican Republic Santo Domingo,0.0162
18099550,Dominican Republic Santo Domingo,0.0162
18099551,Dominican Republic Santo Domingo,0.0162
18099552,Dominican Republic Santo Domingo,0.0162
18099553,Dominican Republic Santo Domingo,0.0162
18099554,Dominican Republic Santo Domingo,0.0162
18099555,Dominican Republic Santo Domingo,0.0162
18099556,Dominican Republic Santo Domingo,0.0162
18099557,Dominican Republic Santo Domingo,0.0162
18099558,Dominican Republic Santo Domingo,0.0162
180995590,Dominican Republic Santo Domingo,0.0162
180995591,Dominican Republic Santo Domingo,0.0162
180995592,Dominican Republic Santo Domingo,0.0162
180995593,Dominican Republic Santo Domingo,0.0162
180995594,Dominican Republic Santo Domingo,0.0162
180995595,Dominican Republic Santo Domingo,0.0162
18099600,Dominican Republic Santo Domingo,0.0162
18099601,Dominican Republic Santo Domingo,0.0162
18099602,Dominican Republic Santo Domingo,0.0162
18099603,Dominican Republic Santo Domingo,0.0162
18099604,Dominican Republic Santo Domingo,0.0162
18099605,Dominican Republic Santo Domingo,0.0162
18099606,Dominican Republic Santo Domingo,0.0162
18099607,Dominican Republic Santo Domingo,0.0162
180996080,Dominican Republic Santo Domingo,0.0162
180996081,Dominican Republic Santo Domingo,0.0162
180996082,Dominican Republic Santo Domingo,0.0162
180996083,Dominican Republic Santo Domingo,0.0162
180996084,Dominican Republic Santo Domingo,0.0162
180996085,Dominican Republic Santo Domingo,0.0162
180996086,Dominican Republic Santo Domingo,0.0162
180996087,Dominican Republic Santo Domingo,0.0162
1809985,Dominican Republic Santo Domingo,0.0162
1809987,Dominican Republic Santo Domingo,0.0162
1829226,Dominican Republic Santo Domingo,0.0162
1829229,Dominican Republic Santo Domingo,0.0162
1829236,Dominican Republic Santo Domingo,0.0162
1829249,Dominican Republic Santo Domingo,0.0162
1829251,Dominican Republic Santo Domingo,0.0162
1829254,Dominican Republic Santo Domingo,0.0162
1829256,Dominican Republic Santo Domingo,0.0162
1829378,Dominican Republic Santo Domingo,0.0162
1829433,Dominican Republic Santo Domingo,0.0162
18294345,Dominican Republic Santo Domingo,0.0162
18294347,Dominican Republic Santo Domingo,0.0162
18294348,Dominican Republic Santo Domingo,0.0162
18294352,Dominican Republic Santo Domingo,0.0162
18294355,Dominican Republic Santo Domingo,0.0162
18294356,Dominican Republic Santo Domingo,0.0162
18294357,Dominican Republic Santo Domingo,0.0162
18294358,Dominican Republic Santo Domingo,0.0162
18294359,Dominican Republic Santo Domingo,0.0162
1829473,Dominican Republic Santo Domingo,0.0162
1829476,Dominican Republic Santo Domingo,0.0162
1829495,Dominican Republic Santo Domingo,0.0162
1829501,Dominican Republic Santo Domingo,0.0162
1829503,Dominican Republic Santo Domingo,0.0162
1829507,Dominican Republic Santo Domingo,0.0162
1829516,Dominican Republic Santo Domingo,0.0162
182953045,Dominican Republic Santo Domingo,0.0162
182953046,Dominican Republic Santo Domingo,0.0162
182953047,Dominican Republic Santo Domingo,0.0162
182953048,Dominican Republic Santo Domingo,0.0162
182953049,Dominican Republic Santo Domingo,0.0162
18295305,Dominican Republic Santo Domingo,0.0162
18295306,Dominican Republic Santo Domingo,0.0162
18295307,Dominican Republic Santo Domingo,0.0162
18295308,Dominican Republic Santo Domingo,0.0162
18295309,Dominican Republic Santo Domingo,0.0162
1829535,Dominican Republic Santo Domingo,0.0162
1829538,Dominican Republic Santo Domingo,0.0162
1829541,Dominican Republic Santo Domingo,0.0162
18295445,Dominican Republic Santo Domingo,0.0162
18295446,Dominican Republic Santo Domingo,0.0162
18295447,Dominican Republic Santo Domingo,0.0162
182954480,Dominican Republic Santo Domingo,0.0162
1829545,Dominican Republic Santo Domingo,0.0162
1829547,Dominican Republic Santo Domingo,0.0162
1829565,Dominican Republic Santo Domingo,0.0162
1829567,Dominican Republic Santo Domingo,0.0162
1829590,Dominican Republic Santo Domingo,0.0162
1829593,Dominican Republic Santo Domingo,0.0162
1829594,Dominican Republic Santo Domingo,0.0162
1829595,Dominican Republic Santo Domingo,0.0162
1829596,Dominican Republic Santo Domingo,0.0162
1829597,Dominican Republic Santo Domingo,0.0162
1829607,Dominican Republic Santo Domingo,0.0162
1829608,Dominican Republic Santo Domingo,0.0162
1829609,Dominican Republic Santo Domingo,0.0162
1829612,Dominican Republic Santo Domingo,0.0162
1829666,Dominican Republic Santo Domingo,0.0162
1829681,Dominican Republic Santo Domingo,0.0162
1829687,Dominican Republic Santo Domingo,0.0162
1829688,Dominican Republic Santo Domingo,0.0162
1829732,Dominican Republic Santo Domingo,0.0162
1829733,Dominican Republic Santo Domingo,0.0162
1829734,Dominican Republic Santo Domingo,0.0162
